"website"	"crawled"	"place_id"	"lat"	"id"	"formatted_address"	"emails"	"country"	"note"	"rating"	"city"	"rated"	"name"	"types"	"called"	"formatted_phone_number"	"lng"	"mailed"	"international_phone_number"
"http://www.bytolga-haluk.com/"	"True"	"ChIJleASLPlQqEcRkhss5UtyQaA"	52.50246	12	"Joachimstaler Straße 33, Berlin, Germany"	"['info@bytolga-haluk.com']"	"DE"	""		"Berlin"		"Salon Cocoon"	"['beauty_salon', 'hair_care', 'health', 'establishment']"	0	"030 39930242"	13.33183	0	"+49 30 39930242"
"http://www.schlumilu.com/"	"True"	"ChIJ5_pNfP9RqEcRAyaVoZNkmWE"	52.541974	13	"Schönhauser Allee 47, Berlin, Germany"	"[]"	"DE"			"Berlin"	4	"Salon Schlumilu"	"['hair_care', 'establishment']"	0	"030 54713135"	13.412548	0	"+49 30 54713135"
"http://www.monsieur-franc-berlin.de/"	"True"	"ChIJfdNgoVNQqEcRLzXVug8Cxt4"	52.503416	14	"Keithstraße 16, Berlin, Germany"	"['monsieur.franc@gmx.de']"	"DE"			"Berlin"	1	"monsieur franc salon privé"	"['hair_care', 'establishment']"	0	"0171 6266677"	13.346118	0	"+49 171 6266677"
"http://www.kaysalon.de/"	"True"	"ChIJCSkQlPlRqEcRd0HLkum1t-s"	52.534949	15	"Anklamer Straße 15, Berlin, Germany"	"['vc@vPw', 'US@kBO', 'mail@kaysalon.de']"	"DE"		4.7	"Berlin"	5	"Kaysalon"	"['hair_care', 'establishment']"	0	"030 43200523"	13.398757	0	"+49 30 43200523"
"http://www.salonmario.de/"	"True"	"ChIJS4FEFE5QqEcRFJsXm7dEmVs"	52.499104	16	"Motzstraße 6, Berlin, Germany"	"['info@salonmario.de']"	"DE"			"Berlin"	1	"Salon Mario"	"['hair_care', 'establishment']"	0	"030 2166310"	13.351353	0	"+49 30 2166310"
"http://www.sassoon-salon.de/berlin"	"True"	"ChIJNbbo-ORQqEcRt7jaToxeV1U"	52.502003	17	"Schlüterstraße 38, Berlin, Germany"	"['berlin@vidalsassoon-salons.de']"	"DE"			"Berlin"	3	"Sassoon Salon"	"['hair_care', 'establishment']"	0	"030 8845000"	13.316662	0	"+49 30 8845000"
"http://www.beatekahlcke.de/"	"True"	"ChIJd7WnPR5OqEcRtw9ffMoaIHk"	52.522088	18	"Luisenstraße 40, Berlin, Germany"	"['spa@beatekahlcke.de']"	"DE"			"Berlin"		"Beate Kahlcke AVEDA concept Salon"	"['store', 'hair_care', 'establishment']"	0	"030 28091918"	13.379827	0	"+49 30 28091918"
"http://www.udowalz.de/"	"True"	"ChIJBUfMUaRQqEcRMfTCzae7l98"	52.477759	19	"Hohenzollerndamm 92, Berlin, Germany"	"['carstenthamm@web.de', 'info@udo-walz.com', 'udowalz@gmx.net', 'graphics@marthekoelln.com']"	"DE"			"Berlin"		"Udo Walz"	"['hair_care', 'establishment']"	0	"030 8266108"	13.282017	0	"+49 30 8266108"
"http://www.salon-adam.de/"	"True"	"ChIJ0YHq0vtaqEcRNE71X76DpAw"	52.431731	20	"Hindenburgdamm 138, Berlin, Germany"	"['info@salon-adam.de', 'info@form-konzept.de']"	"DE"			"Berlin"		"Salon Adam"	"['hair_care', 'establishment']"	0	"030 8337756"	13.309792	0	"+49 30 8337756"
"http://www.stilkamm.de/"	"True"	"ChIJmeMa9gNOqEcR5b58513kjBI"	52.534764	21	"Prenzlauer Allee 220, Berlin, Germany"	"[]"	"DE"			"Berlin"		"Salon Stilkamm"	"['hair_care', 'establishment']"	0	"030 42852266"	13.421253	0	"+49 30 42852266"
"http://www.lockenbude.de/"	"True"	"ChIJJ7M8nB1OqEcRXeRMLm9Io38"	52.52844	22	"Prenzlauer Allee 24, Berlin, Germany"	"[]"	"DE"		4.7	"Berlin"	5	"Lockenvilla"	"['hair_care', 'establishment']"	0	"030 44041998"	13.411932	0	"+49 30 44041998"
"http://www.friseur-adele.de/"	"True"	"ChIJE1mu3aBRqEcRZFEH3xWZqjY"	52.523506	24	"Kirchstraße 22, Berlin, Germany"	"['info@friseur-adele.de', 'info@friseur-adele.com']"	"DE"			"Berlin"		"Friseur Salon Adele"	"['beauty_salon', 'health', 'hair_care', 'establishment']"	0	"030 39885288"	13.349332	0	"+49 30 39885288"
"http://friseur-berlin.icono.de/salon/tempelhofer-hafen.html"	"True"	"ChIJB3zXilZFqEcRM_zx1IyfVOI"	52.455538	25	"Tempelhofer Damm 227, Berlin, Germany"	"[]"	"DE"		4.6	"Berlin"	14	"icono Friseur"	"['hair_care', 'establishment']"	0	"030 71301366"	13.384287	0	"+49 30 71301366"
"http://www.hauptsache-salon.de/"	"True"	"ChIJn82vkJ9QqEcRh_GTR06b3RY"	52.471165	27	"Heiligendammer Straße 17A, Berlin, Germany"	"['RTqYYF8Uj1@7CJ', 'mirkobischoff@email.de', 'kontakt@hauptsache-salon.de', 'TAU@4Mi', 'fd@bLe', 'DYb@6QA', 'eu@ūvk', 'RF.7UC@fhrP4F', 'D7@njl', 'yh@2WL']"	"DE"			"Berlin"	1	"hauptsache - DER SALON"	"['beauty_salon', 'doctor', 'health', 'establishment']"	0	"030 8234990"	13.290937	0	"+49 30 8234990"
"http://www.celine-69.de/"	"True"	"ChIJH7tAWN5QqEcR5DcI4x5vFIY"	52.50783	28	"Pestalozzistraße 69, Berlin, Germany"	"['ip-media@web.de', 'jugendschutz@gmx.de']"	"DE"			"Berlin"		"Salon Celine"	"['hair_care', 'establishment']"	0	"030 31016121"	13.303773	0	"+49 30 31016121"
"http://www.ohmen-friseure.de/"	"True"	"ChIJATPIEJVOqEcRi5N8GcR_CrA"	52.512938	29	"Atzpodienstraße 4, Berlin, Germany"	"['info@ohmen-friseure.de']"	"DE"			"Berlin"	1	"Ohmen Friseure"	"['hair_care', 'establishment']"	0	"030 5588477"	13.492982	0	"+49 30 5588477"
"https://paul-mitchell.de/"	"True"	"ChIJx-VasHhJqEcR4ErmJ-yunJs"	52.515756	31	"Hellersdorfer Straße 23, Berlin, Germany"	"['socialmedia@paul-mitchell.de', 'tarek.abouti@paul-mitchell.de', 'info@paul-mitchell.de', 'karriere@paul-mitchell.de', 'marketing@paul-mitchell.de', 'event@paul-mitchell.de', 'alexander.brendel@paul-mitchell.de', 'mira.wild@paul-mitchell.de', 'Fun@Work', 'kommunikation@paul-mitchell.de', 'info@nidag.com']"	"DE"			"Berlin"		"Der Grüne Salon"	"['beauty_salon', 'store', 'health', 'establishment']"	0	"030 5637561"	13.589348	0	"+49 30 5637561"
"http://www.modshair-berlin.de/"	"True"	"ChIJZwOkT-dRqEcRpu5fuJXPBcg"	52.522831	32	"Monbijouplatz 11, Berlin, Germany"	"['kontakt@modshair-berlin.de']"	"DE"			"Berlin"	2	"mod's hair Paris,"	"['hair_care', 'establishment']"	0	"030 20455247"	13.399208	0	"+49 30 20455247"
"http://www.haarpracht-berlin.de/"	"True"	"ChIJrRACbI9aqEcRr69nNpzh2Hk"	52.5095	33	"Krossener Straße 35, Berlin, Germany"	"['kontakt@haarpracht-berlin.de']"	"DE"			"Berlin"	1	"Salon Haarpracht"	"['hair_care', 'establishment']"	0	"030 21237374"	13.464406	0	"+49 30 21237374"
"http://www.friseursalon-nasrin.de/adresseF.html"	"True"	"ChIJhyLL_T5QqEcRg2UoTmEKLyI"	52.485764	34	"Kolonnenstraße 51, Berlin, Germany"	"['erikabuchholz@gmx.de', 'm.mahnke@gmx.de']"	"DE"			"Berlin"		"Friseur Salon Nasrin"	"['hair_care', 'establishment']"	0	"030 7827179"	13.362556	0	"+49 30 7827179"
"http://www.viktorleske.net/"	"True"	"ChIJubD8G-RRqEcRQ8tHxbIkROg"	52.527597	35	"Joachimstraße 8, Berlin, Germany"	"[]"	"DE"		4.8	"Berlin"	6	"VIKTOR LESKE"	"['hair_care', 'establishment']"	0	"030 27908487"	13.400851	0	"+49 30 27908487"
"http://www.kosmetik-wolski.de/"	"True"	"ChIJ1bDwlPBQqEcRtca7meQk7n0"	52.52357	36	"Oranienburger Straße 90, Berlin, Germany"	"['institut@kosmetik-wolski.de']"	"DE"		4.8	"Berlin"	8	"Kosmetikinstitut am Hackeschen Markt"	"['beauty_salon', 'establishment']"	0	"030 28092755"	13.40075	0	"+49 30 28092755"
"http://www.pelofino-friseur.de/"	"True"	"ChIJR3G0ydRQqEcRqBjyBlzsz7o"	52.509975	37	"Kaiserdamm 32, Berlin, Germany"	"['Pelofino1@t-online.de', 'pelofino1@t-online.de']"	"DE"			"Berlin"	2	"Friseursalon Pelofino"	"['hair_care', 'establishment']"	0	"030 30121438"	13.278583	0	"+49 30 30121438"
"http://www.dzwikowski.de/"	"True"	"ChIJlawawdBRqEcRZS3uWxkyvN4"	52.51035	38	"Leipziger Straße 36, Berlin, Germany"	"[]"	"DE"			"Berlin"	1	"Friseursalon Dzwikowski"	"['hair_care', 'establishment']"	0	"030 20674990"	13.3922	0	"+49 30 20674990"
"http://www.supercut.de/"	"True"	"ChIJVdWGwvVLqEcR8rlCo-24kcw"	52.5102	39	"Marzahner Promenade 1a, Eastgate (1. Etage ), Berlin, Germany"	"['kontakt@essanelle-hair-group.com']"	"DE"			"Berlin"	3	"Super Cut"	"['hair_care', 'establishment']"	0	"030 93491119"	13.43287	0	"+49 30 93491119"
"http://www.amazonwaxing.net/"	"True"	"ChIJb-bNVEtQqEcRj8yfcKLT4BA"	52.498638	40	"Motzstraße 9, Berlin, Germany"	"['ьd@9-D', 'GL@f5A', 'Ip2@ƣaZ', 'info@amazonwaxing.net']"	"DE"			"Berlin"	4	"Amazon Waxing"	"['beauty_salon', 'store', 'hair_care', 'establishment']"	0	"030 30104616"	13.351187	0	"+49 30 30104616"
"http://www.friseur-zweifachschoen.de/"	"True"	"ChIJtap47g9OqEcRpMD-KIS-vsU"	52.530563	41	"Greifswalder Straße 23, Berlin, Germany"	"[]"	"DE"			"Berlin"		"Friseur Zweifachschön"	"['hair_care', 'establishment']"	0	"030 42023174"	13.42815	0	"+49 30 42023174"
"http://www.maikbaber.de/"	"True"	"ChIJBfhHlzhQqEcRfq8tkcWUupk"	52.489886	42	"Langenscheidtstraße 12, Berlin Schöneberg, Deutschland"	"['friseur@maikbaber.de']"	"DE"			"Berlin"	2	"Maik Baber"	"['hair_care', 'establishment']"	0	"030 7823541"	13.361517	0	"+49 30 7823541"
"http://www.supercut.de/"	"True"	"ChIJTxV1mf5QqEcRLdCdSs84NVk"	52.503718	43	"Kurfürstendamm 19 -24, Berlin, Germany"	"['kontakt@essanelle-hair-group.com']"	"DE"			"Berlin"		"Super Cut"	"['store', 'hair_care', 'establishment']"	0	"030 88729490"	13.330155	0	"+49 30 88729490"
"http://www.cutman-friseur.de/"	"True"	"ChIJ6_zgo0ZWqEcR687lxf67Wc0"	52.537495	44	"Breite Straße 50, Berlin, Germany"	"['info@cutman-friseur.de']"	"DE"			"Berlin"	4	"CUTMAN Friseur Berlin Spandau"	"['hair_care', 'establishment']"	0	"030 49789119"	13.205865	0	"+49 30 49789119"
"http://www.salon-mary.de/"	"True"	"ChIJ26_37ShRqEcRqn_Oe2u-Fck"	52.515628	45	"Seelingstraße 16, Berlin, Germany"	"['freifraumaria@gmx.de', 'info@salon-mary.de']"	"DE"			"Berlin"		"Salon Mary"	"['hair_care', 'establishment']"	0	"030 3214663"	13.293673	0	"+49 30 3214663"
	"True"	"ChIJ60Gh8nhQqEcRX63kByWDK-A"	52.466354	46	"Bundesallee 108, Berlin, Germany"		"DE"			"Berlin"	4	"White Cut"	"['beauty_salon', 'hair_care', 'establishment']"	0	"030 47980349"	13.328531	0	"+49 30 47980349"
"http://www.cutman-friseur.de/"	"True"	"ChIJNZVJAO5bqEcRVW4WtiQgZdU"	52.39852	47	"Potsdamer Straße 12A, Teltow, Deutschland"	"['info@cutman-friseur.de']"	"DE"			"Berlin"	2	"CUTMAN FRISEUR"	"['hair_care', 'establishment']"	0	"03328 314515"	13.24624	0	"+49 3328 314515"
"http://www.robertstranz.com/"	"True"	"ChIJUaYQ9x1OqEcRQVcgZEKlwYg"	52.527009	48	"Almstadtstraße 48, Berlin, Germany"	"['termin@robertstranz.com']"	"DE"			"Berlin"		"Robert Stranz"	"['hair_care', 'establishment']"	0	"030 24628200"	13.410073	0	"+49 30 24628200"
"http://www.haarmonie-babelsberg.de/"	"True"	"ChIJCc1mBFxfqEcRiFSZj3uyd30"	52.387046	49	"Großbeerenstraße 97, Potsdam, Deutschland"	"['ݷt@blx', 'WR@yǟx', 'Ǩp@elNj']"	"DE"			"Berlin"		"Christian Rupprecht Salon Haarmonie"	"['hair_care', 'establishment']"	0	"0331 74009570"	13.103201	0	"+49 331 74009570"
"http://www.friseur-salon-silvia.de/"	"True"	"ChIJp9ZrjM9OqEcRmDWXjopsqAI"	52.500392	51	"Volkradstraße 22, Berlin, Germany"	"['service@friseur-schwarz.de', 'service@bezahlbar-ins-internet.de']"	"DE"			"Berlin"		"Friseur-Salon-Silvia"	"['health', 'hair_care', 'establishment']"	0	"030 5101028"	13.505459	0	"+49 30 5101028"
"http://www.shift-friseure.de/"	"True"	"ChIJf0eChvtQqEcRfKSFFsR3fl8"	52.503314	52	"Grolmanstraße 36, Berlin, Germany"	"['verwaltung@shift-friseure.de']"	"DE"	""		"Berlin"	2	"SHIFT Frisöre Berlin"	"['hair_care', 'establishment']"	0	"030 3418545"	13.324742	0	"+49 30 3418545"
"http://www.stefanie-bumann-team.de/"	"True"	"ChIJ909zVWdOqEcRIvDH6wpZIuM"	52.515184	53	"Frankfurter Allee 18, Berlin, Germany"	"['info@stefani-bumann-team.de']"	"DE"	""		"Berlin"		"Salon Bumann"	"['hair_care', 'establishment']"	0	"0174 7757093"	13.457986	0	"+49 174 7757093"
"http://www.cutman-friseur.de/"	"True"	"ChIJxRM5wTRKqEcR1Ly2EATitss"	52.538153	54	"Fritz-Lang-Straße 6, Berlin, Germany"	"['info@cutman-friseur.de']"	"DE"			"Berlin"	4	"CUTMAN FRISEUR"	"['hair_care', 'establishment']"	0	"030 39204840"	13.603192	0	"+49 30 39204840"
"http://www.friseure-vandell.de/"	"True"	"ChIJm5DxZG1SqEcRvYGao1qGAAA"	52.5658	55	"Kissingenstraße 1, Berlin, Germany"	"[]"	"DE"			"Berlin"		"Friseure Vandéll"	"['hair_care', 'establishment']"	0	"030 4728187"	13.4128	0	"+49 30 4728187"
	"True"	"ChIJx7RHt2xSqEcRNFjJRXzZv44"	52.565172	56	"Mühlenstraße 70, Berlin, Germany"		"DE"			"Berlin"		"Beauty Lounge"	"['beauty_salon', 'establishment']"	0	"030 40047400"	13.406877	0	"+49 30 40047400"
"http://www.salon-ohne-namen.de/"	"True"	"ChIJ5SPg5dxQqEcRG9q7HmOGjc0"	52.50246	58	"Droysenstraße 3, Berlin, Germany"	"[]"	"DE"			"Berlin"		"Salon ohne Namen"	"['beauty_salon', 'store', 'health', 'hair_care', 'establishment']"	0	"030 3245563"	13.30019	0	"+49 30 3245563"
	"True"	"ChIJVXUXu-9TqEcRmuui4FTLenM"	52.565181	59	"Scharnweberstr. 122, Berlin, Germany"		"DE"			"Berlin"	2	"BYBLOS SALON"	"['hair_care', 'establishment']"	0	"030 56731765"	13.322878	0	"+49 30 56731765"
"http://www.friseur-friedrichstrasse.de/"	"True"	"ChIJXbT80MRRqEcRI_9oXE8Cit8"	52.515613	60	"Friedrichstr. 158-164, Eingang ist links neben dem Hotel, in der Behrenstraße, Berlin, Germany"	"['info@umlauf-avantgard.de']"	"DE"			"Berlin"		"SALON UMLAUF AVANTGARD, FRISEUR in der Friedrichstrasse Berlin"	"['hair_care', 'establishment']"	0	"030 20273355"	13.387924	0	"+49 30 20273355"
"http://www.lila-marash.de/"	"True"	"ChIJxw-fVB5OqEcR8MEyCWNdN9M"	52.497582	61	"Kurfürstendamm 137, Berlin, Germany"	"['info@lila-marash.de']"	"DE"		4.9	"Berlin"	7	"Permanent Make-Up Berlin LM Lila Marash"	"['beauty_salon', 'store', 'establishment']"	0	"030 43607879"	13.295174	0	"+49 30 43607879"
"http://www.conture-make-up-berlin.de/"	"True"	"ChIJNzO8sYZaqEcRzB9BRsPUGJM"	52.460009	63	"Zimmermannstraße 7, Berlin, Germany"	"['info@conture-make-up-berlin', 'nU@BMk', 'Ӑȡ@VrMj', 'w.@sgS', 'IX-@RkQ', 'fue@3ct']"	"DE"			"Berlin"		"Anke Kolb Conture Make-up - Long Time Beauty"	"['health', 'hair_care', 'establishment']"	0	"030 88941450"	13.321889	0	"+49 30 88941450"
"http://www.delicut.de/"	"True"	"ChIJX4HutANOqEcRCNOP6rpmmno"	52.534532	65	"Diedenhofer Straße 3, Berlin, Germany"	"['bewerbung@delicut.de', 'info@anjamorsch.de', 'mail@delicut.de']"	"DE"			"Berlin"		"Delicut"	"['beauty_salon', 'store', 'health', 'hair_care', 'establishment']"	0	"030 4407293"	13.417688	0	"+49 30 4407293"
"http://www.etablissement-berlin.de/"	"True"	"ChIJkYIEIA5OqEcRGyjJeOYLGcc"	52.52937	66	"Am Friedrichshain 13, Berlin, Germany"	"[]"	"DE"			"Berlin"	1	"Etablissement - Styling, Make Up, Hair"	"['beauty_salon', 'hair_care', 'establishment']"	0	"030 52687055"	13.43199	0	"+49 30 52687055"
"http://www.kosmetik-berlin-ziegler.de/"	"True"	"ChIJd-ovyeNNqEcRbx7oox-Q0UY"	52.542284	67	"Naugarder Straße 2, 10409 Berlin / Prenzlauer Berg, Deutschland"	"[]"	"DE"			"Berlin"		"Institut für Derma-Ästhetik - Jeanette Ziegler"	"['beauty_salon', 'establishment']"	0	"030 4235520"	13.438906	0	"+49 30 4235520"
"http://www.esteticabeauty.de/"	"True"	"ChIJgdqaS-RRqEcRqHHiu__BoOM"	52.528949	68	"Linienstraße 83A, Berlin, Germany"	"[]"	"DE"			"Berlin"		"ESTETICABEAUTY Cosmetic Institut Berlin"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"030 69540414"	13.399485	0	"+49 30 69540414"
"http://www.tanjas-hair-and-make-up.de/"	"True"	"ChIJnTUqiyRRqEcR3K_BOHA_b9E"	52.519561	69	"Eosanderstraße 31, Berlin, Germany"	"['tanjakoch83@yahoo.de']"	"DE"			"Berlin"	2	"Friseursalon Tanja's Hair and Make-up"	"['beauty_salon', 'hair_care', 'establishment']"	0	"030 34781499"	13.304113	0	"+49 30 34781499"
"http://www.heinzschlicht.de/"	"True"	"ChIJWzG7uftQqEcRCZ1s0fay7Xk"	52.50141	70	"Uhlandstraße 173-174, Berlin, Germany"	"['kontakt@heinzschlicht.de']"	"DE"			"Berlin"		"Heinz Schlicht. Friseur, Kosmetik, Make-up, Parfümerie"	"['store', 'hair_care', 'establishment']"	0	"030 8827305"	13.325315	0	"+49 30 8827305"
"http://www.zauberhaft-schoen.de/"	"True"	"ChIJKzExoP9NqEcRQWtgDnsyOXw"	52.543853	71	"Schliemannstraße 17, Berlin, Germany"	"['post@zauberhaft-schoen.de']"	"DE"	""		"Berlin"		"Zauberhaft, Make up & Hair"	"['beauty_salon', 'establishment']"	0	"030 44673086"	13.420032	0	"+49 30 44673086"
"http://www.permanent-make-up-und-kosmetikstudio.de/"	"True"	"ChIJOeIeSCNSqEcR9JrqoQqqdds"	52.55522	72	"Osloer Straße 116, Berlin, Germany"	"['anita.narloch@gmx.de']"	"DE"			"Berlin"		"Permanent Make-Up & Kosmetik Studio"	"['beauty_salon', 'store', 'establishment']"	0	"030 4937321"	13.38645	0	"+49 30 4937321"
"http://www.edle-koepfe.com/"	"True"	"ChIJqQJd2D5QqEcRM2jKs87Yxc4"	52.487361	73	"Czeminskistraße 4, Berlin/ Schöneberg, Deutschland"	"['info@edle-koepfe.com', 'D3@aIe']"	"DE"			"Berlin"		"justine böttger haare make-up kunst"	"['hair_care', 'establishment']"	0	"030 32590805"	13.363144	0	"+49 30 32590805"
"http://www.fuerstlichespalais.de/"	"True"	"ChIJ4Ypio1xOqEcRRB_xCoPtatY"	52.511171	75	"Kopernikusstraße 35, Berlin, Germany"	"['info@fuerstlichespalais.de']"	"DE"			"Berlin"		"Fürstliches Palais Friseur u. Visagisten GbR Friseursalon"	"['beauty_salon', 'hospital', 'doctor', 'health', 'hair_care', 'establishment']"	0	"030 25768701"	13.449868	0	"+49 30 25768701"
"http://www.nail-art-mitte.de/"	"True"	"ChIJ6SfS5uZRqEcRu4A4CMxuNqU"	52.525121	79	"Große Hamburger Straße 15, Berlin, Germany"	"['kontakt@nail-art-mitte.de']"	"DE"			"Berlin"		"Nail Art Mitte"	"['beauty_salon', 'hair_care', 'health', 'establishment']"	0	"030 28885838"	13.398938	0	"+49 30 28885838"
"http://www.conturemake-up.de/"	"True"	"ChIJARwL68RQqEcRAv1XdYppVCE"	52.499826	80	"Karlsruher Straße 23, Berlin, Germany"	"[]"	"DE"			"Berlin"		"Permanent Conture Make-up Long-Time-Liner Methode"	"['beauty_salon', 'store', 'hair_care', 'establishment']"	0	"0160 94666499"	13.294241	0	"+49 160 94666499"
"http://www.ak4beauty.de/"	"True"	"ChIJ63eZxgVSqEcR47h7MsBpbVQ"	52.55126	81	"Schivelbeiner Straße 4, Berlin Prenzlauer Berg, Deutschland"	"[]"	"DE"			"Berlin"		"AK4beauty"	"['beauty_salon', 'establishment']"	0	"030 21758455"	13.41251	0	"+49 30 21758455"
"http://www.kosmetik-kreuzberg.de/"	"True"	"ChIJ7_qM07dPqEcR8DME5r7p8l4"	52.48905	82	"Urbanstraße 94, Berlin, Germany"	"['YpT6@5QQ']"	"DE"			"Berlin"	1	"Amira - Beauty and Cosmetics"	"['beauty_salon', 'establishment']"	0	"030 21463977"	13.422576	0	"+49 30 21463977"
"http://www.anna-hairlounge.de/"	"True"	"ChIJxXUJHP5NqEcRBOYQ5TBxNJQ"	52.536753	84	"Wörther Straße 36, Berlin, Germany"	"['annas.hairlounge@gmx.de']"	"DE"			"Berlin"		"ANNA S. // HAIRLOUNGE & MAKE - UP BERLIN"	"['beauty_salon', 'doctor', 'health', 'hair_care', 'establishment']"	0	"030 41717577"	13.416853	0	"+49 30 41717577"
"http://www.makeup-kube.de/"	"True"	"ChIJ-e9F7rZDqEcRAF6UMODcu54"	52.333628	86	"Feldstraße 25, Deutschland"	"['make-up-service@email.de']"	"DE"			"Berlin"		"Make-up Service Heike Kube"	"['beauty_salon', 'doctor', 'hair_care', 'health', 'establishment']"	0	"03379 348975"	13.40212	0	"+49 3379 348975"
"http://www.elitestyle.de/"	"True"	"ChIJ61yzx1FQqEcRRTV2SkbCxwk"	52.498824	87	"Kalckreuthstraße 7, Berlin, Germany"	"['info@elitestyle.de', 'info@service-center-licht.de']"	"DE"		4.9	"Berlin"	10	"Elite Style Berlin"	"['beauty_salon', 'establishment']"	0	"0176 24168323"	13.34797	0	"+49 176 24168323"
"http://www.only-beauty.de/"	"True"	"ChIJW_7ZojVKqEcRhClEqWjDpQI"	52.539815	88	"Hellersdorfer Promenade 4, Berlin, Germany"	"['info@only-beauty.de', 'info@only_beauty.de.jpg', 'r.lindenau@only-beauty.de']"	"DE"			"Berlin"	1	"only Beauty"	"['beauty_salon', 'store', 'spa', 'hair_care', 'establishment']"	0	"030 99279791"	13.607032	0	"+49 30 99279791"
"http://www.suna-kecis.com/"	"True"	"ChIJmzIBv9ZRqEcRJL0SNh5fNXQ"	52.507489	90	"Markgrafenstraße 63, Berlin, Germany"	"['info@suna-kecis.com', 'webmaster@suna-kecis.com']"	"DE"			"Berlin"		"SUNA KECIS Make up Artist & Hairstylist"	"['beauty_salon', 'hair_care', 'health', 'establishment']"	0	"0176 96501430"	13.394116	0	"+49 176 96501430"
